mode,batch_id,user_x,user_y,server_id,server_x,server_y,network_latency,compute_time,total_latency
CLOUD,4,64,85,cloud,0,0,212.24,10.58,222.82
CLOUD,4,64,85,cloud,0,0,212.24,10.57,222.81
CLOUD,4,64,85,cloud,0,0,212.24,10.58,222.82
CLOUD,4,64,85,cloud,0,0,212.24,10.58,222.82
CLOUD,4,64,85,cloud,0,0,212.24,10.57,222.81
CLOUD,4,64,85,cloud,0,0,212.24,10.57,222.81
CLOUD,4,64,85,cloud,0,0,212.24,10.58,222.82
CLOUD,4,64,85,cloud,0,0,212.24,10.57,222.81
CLOUD,4,64,85,cloud,0,0,212.24,10.57,222.81
CLOUD,4,64,85,cloud,0,0,212.24,10.57,222.81
CLOUD,4,64,85,cloud,0,0,212.24,10.58,222.82
CLOUD,4,64,85,cloud,0,0,212.24,10.57,222.81
CLOUD,4,64,85,cloud,0,0,212.24,10.57,222.81
CLOUD,4,64,85,cloud,0,0,212.24,10.57,222.81
CLOUD,4,64,85,cloud,0,0,212.24,10.57,222.81
CLOUD,4,64,85,cloud,0,0,212.24,10.57,222.81
CLOUD,4,64,85,cloud,0,0,212.24,10.58,222.82
CLOUD,4,64,85,cloud,0,0,212.24,10.57,222.81
CLOUD,4,64,85,cloud,0,0,212.24,10.57,222.81
CLOUD,4,64,85,cloud,0,0,212.24,10.57,222.81
CLOUD,4,64,85,cloud,0,0,212.24,10.57,222.81
CLOUD,4,64,85,cloud,0,0,212.24,10.58,222.82
CLOUD,4,64,85,cloud,0,0,212.24,10.58,222.82
CLOUD,4,64,85,cloud,0,0,212.24,10.56,222.80
CLOUD,5,-105,144,cloud,0,0,356.08,10.95,367.03
CLOUD,5,-105,144,cloud,0,0,356.08,10.58,366.66
CLOUD,5,-105,144,cloud,0,0,356.08,10.62,366.70
CLOUD,5,-105,144,cloud,0,0,356.08,10.58,366.66
CLOUD,5,-105,144,cloud,0,0,356.08,10.57,366.65
CLOUD,5,-105,144,cloud,0,0,356.08,10.63,366.71
CLOUD,5,-105,144,cloud,0,0,356.08,10.58,366.66
CLOUD,5,-105,144,cloud,0,0,356.08,10.70,366.78
